Number	Address	CrimeType	Date	Time
17-OPD-1664	315 MIAMI TRL	unspecified	9/11/17	11:24:00PM
17-OPD-1665	5195 BROWN RD	Domestic Violence - knowingly cause physical harm	9/11/17	10:47:00PM
17-OPD-1666	260 S LOCUST ST	SUICIDAL PERSON	9/12/17	12:27:00AM
17-OPD-1667	5301 University Park Blvd.	Theft -Without Consent	9/12/17	12:30:00PM
17-OPD-1670	110 N POPLAR ST	Theft -Without Consent	9/12/17	2:07:00PM
17-OPD-1672	5142 COLLEGE CORNER PIKE	Theft	9/12/17	3:02:00PM
17-OPD-1674	1433 IRONWOOD DR	Assault - Knowingly Harm Victim	9/12/17	7:50:00PM
17-OPD-1675	W HIGH ST // BEECH ST	OVI - ANY CHEMICAL	9/13/17	2:06:00AM
17-OPD-1676	5032 COLLEGE CORNER PIKE	unspecified	9/13/17	7:02:00AM
17-OPD-1677	4030 Oxford Reily Rd.	Assault - Knowingly Harm Victim	9/12/17	7:30:00AM
17-OPD-1678	SOUTHPOINTE PKWY // DEAD END	Obstructing Official Business	9/13/17	1:01:00PM
17-OPD-1680	4999 COLLEGE CORNER PIKE	"Possessing Drug Abuse Instrument - obtain, use"	9/13/17	10:56:00PM
17-OPD-1681	5720 COLLEGE CORNER PIKE	Theft -Without Consent	9/13/17	10:35:00PM
17-OPD-1682	2 LYNN ST	Criminal Mischief	9/14/17	5:02:00AM
17-OPD-1683	5201 COLLEGE CORNER PIKE	Theft	9/14/17	12:00:00PM
17-OPD-1684	110 N POPLAR ST	Hayes Jacob D	9/14/17	6:30:00PM
17-OPD-1685	77 S MAIN ST	Disorderly Conduct - intoxicated create risk of harm	9/15/17	12:25:00AM
17-OPD-1686	0-BLK S POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	9/15/17	12:32:00AM
17-OPD-1687	24 PARK PL E	Sale of Liquor to Underage Person - underage consume beer in	9/15/17	1:18:00AM
17-OPD-1688	1427 Ironwood Dr.	Burglary	9/15/17	4:44:00AM
17-OPD-1690	75 S MAIN ST	OPD- Theft (Theft from Building)	9/15/17	12:46:00PM
17-OPD-1691	32 W HIGH ST	Assault - Knowingly Harm Victim	9/15/17	3:25:00PM
17-OPD-1694	500 Block S. Main St.	Drug Paraphernalia	9/15/17	6:29:00PM
17-OPD-1696	5032 COLLEGE CORNER PIKE	Burglary - Purpose To Commit Theft Offense Or Felony	9/15/17	6:56:00PM
17-OPD-1697	4225 KEHR RD	Disorderly Conduct - intoxicated create risk of harm	9/15/17	9:55:00PM
17-OPD-1698	36 E HIGH ST	PROHIBITED ACTS	9/15/17	10:22:00PM
17-OPD-1699	36 E HIGH ST	PROHIBITED ACTS	9/15/17	11:14:00PM
17-OPD-1700	17 N POPLAR ST	PROHIBITED ACTS	9/15/17	11:27:00PM
17-OPD-1701	11 N POPLAR ST	PROHIBITED ACTS	9/15/17	11:31:00PM
17-OPD-1702	36 E HIGH ST	Assault - Knowingly Harm Victim	9/15/17	11:21:00PM
17-OPD-1703	11 S MAIN ST	PROHIBITED ACTS	9/16/17	12:18:00AM
17-OPD-1706	5279 COLLEGE CORNER PIKE	Aggravated Menacing	9/16/17	7:41:00AM
17-OPD-1707	121 E HIGH ST	OPD- Theft (Theft from Building)	9/16/17	9:56:00AM
17-OPD-1708	117 S MAIN ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/16/17	10:34:00AM
17-OPD-1709	NB CAMPUS //	Failure to Comply with Order or Signal of P.O. - elude or f	9/16/17	11:51:00AM
17-OPD-1711	300 S LOCUST ST	Assault - Knowingly Harm Victim	9/16/17	4:29:00PM
17-OPD-1713	N CAMPUS AV // E VINE ST	Morgan David	9/14/17	11:31:00PM
17-OPD-1715	320 North Campus Avenue	Resisting Arrest_resist or interfere	9/16/17	10:40:00PM
17-OPD-1717	107 E CHURCH ST	Obstructing Official Business	9/16/17	10:50:00PM
17-OPD-1718	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/17/17	12:53:00AM
17-OPD-1719	109 BERN ST	Aggravated Burglary - Inflict Harm	9/17/17	1:12:00AM
17-OPD-1720	5032 COLLEGE CORNER PIKE	Assault - Knowingly Harm Victim	9/17/17	3:15:00AM
17-OPD-1722	5032 COLLEGE CORNER PIKE	Possession of Drugs	9/17/17	3:30:00AM
17-OPD-1724	315 S LOCUST ST	Theft - 23D	9/17/17	8:31:00AM
17-OPD-1725	714 S LOCUST ST	Theft - 23F	9/17/17	10:17:00AM
17-OPD-1726	117 S MAIN ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/17/17	2:30:00PM
17-OPD-1727	5032 COLLEGE CORNER PIKE	Resisting Arrest_resist or interfere	9/17/17	1:55:00PM
17-OPD-1729	110 N POPLAR ST	unspecified	9/17/17	6:52:00PM
17-OPD-1731	612 BROOKVIEW CT	unspecified	9/18/17	10:08:00AM
17-OPD-1732	3770 SOUTHPOINTE PKWY	Theft -Without Consent	9/18/17	5:41:00PM
17-OPD-1733	915 Chestnut Ln	"Aggravated Robbery_deadly weapon on or about suspect, contro"	9/18/17	5:14:00PM
17-OPD-1735	610 OGDEN CT	Theft - 23D	9/19/17	10:18:00AM
17-OPD-1738	4985 COLLEGE CORNER PIKE	Theft -Without Consent	9/19/17	2:04:00PM
17-OPD-1739	11 N COLLEGE AV	Theft -Without Consent	9/19/17	2:50:00PM
17-OPD-1742	5201 College Corner Pike	Aggravated Menacing	9/20/17	1:17:00AM
17-OPD-1743	E HIGH ST // BISHOP ST	Sale of Liquor to Underage Person - underage consume beer in	9/20/17	2:41:00AM
17-OPD-1747	205 E VINE ST	Theft -Deception	9/20/17	8:29:00PM
17-OPD-1749	131 E CHURCH ST	OPD- Criminal Mischief;Damage	9/21/17	9:55:00AM
17-OPD-1750	110 N POPLAR ST	Assault	9/21/17	10:37:00AM
17-OPD-1753	308 S CAMPUS AV	Theft - motor vehicle	9/21/17	4:11:00PM
17-OPD-1754	100 NORTHRIDGE DR	Theft -Without Consent	9/21/17	6:30:00PM
17-OPD-1756	107 E CHURCH ST	Sale of Liquor to Underage Person - underage consume beer in	9/22/17	12:18:00AM
17-OPD-1758	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/22/17	2:00:00AM
17-OPD-1760	620 BRILL DR	Rape - Victim < 13 Nonforcible	9/22/17	6:11:00PM
17-OPD-1761	6200 CONTRERAS RD	"Rape - Force, Threat Of"	9/22/17	7:16:00PM
17-OPD-1762	325 FOXFIRE DR	Theft -Without Consent	9/22/17	9:57:00PM
17-OPD-1763	17 N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	9/22/17	11:43:00PM
17-OPD-1764	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/22/17	11:23:00PM
17-OPD-1765	1 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/23/17	12:14:00AM
17-OPD-1767	0-BLK S POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	9/23/17	1:37:00AM
17-OPD-1768	36 E HIGH ST	OPD- Certain Acts/Id Of Another	9/23/17	1:40:00AM
17-OPD-1769	W SYCAMORE ST // N BEECH ST	AGENCY ASSIST	9/23/17	2:01:00AM
17-OPD-1770	4985 COLLEGE CORNER PIKE	Theft - 23D	9/23/17	9:46:00AM
17-OPD-1771	17 KELLY DR	unspecified	9/23/17	9:37:00AM
17-OPD-1772	406 E WITHROW ST	Criminal Damaging/Endangering - Knowingly Any Means	9/23/17	11:00:00AM
17-OPD-1773	103 W WALNUT ST	Theft - 23D	9/23/17	11:32:00AM
17-OPD-1774	36 LYNN ST	"Forgery - Utter, Possess W/ Purpose To Utter"	9/23/17	5:25:00PM
17-OPD-1775	300 S LOCUST ST	Assault - Knowingly Harm Victim	9/23/17	7:09:00PM
17-OPD-1776	S PATTERSON AV - BLDG // E CHESTNUT ST	Sale of Liquor to Underage Person - underage consume beer in	9/23/17	8:58:00PM
17-OPD-1777	0-BLK S BEECH ST	Assault - Knowingly Harm Victim	9/24/17	1:02:00AM
17-OPD-1779	17 N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	9/24/17	12:39:00AM
17-OPD-1780	36 E HIGH ST	Disorderly Conduct - intoxicated create risk of harm	9/24/17	1:17:00AM
17-OPD-1782	117 East Church Street	Receiving Stolen Property	9/24/17	2:15:00AM
17-OPD-1784	119 E HIGH ST	WARRANT ASSIST / ARREST	9/24/17	2:09:00AM
17-OPD-1786	5190 COLLEGE CORNER PIKE	Theft - 23D	9/24/17	10:58:00AM
17-OPD-1788	315 S LOCUST ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/24/17	9:23:00PM
17-OPD-1790	325 E SYCAMORE ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/25/17	11:30:00AM
17-OPD-1791	204 S COLLEGE AV	Theft - 23H	9/25/17	4:15:00PM
17-OPD-1794	5201 COLLEGE CORNER PIKE	Aggravated Menacing	9/26/17	5:01:00AM
17-OPD-1795	131 E CHURCH ST	Criminal Mischief	9/26/17	8:38:00AM
17-OPD-1796	616 S COLLEGE AV	Theft - 23F	9/26/17	11:15:00AM
17-OPD-1797	5032 COLLEGE CORNER PIKE	Theft - 23D	9/25/17	4:03:00PM
17-OPD-1798	15 W. High Street	Theft -Without Consent	9/26/17	6:43:00PM
17-OPD-1799	525 S. Main Street	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/26/17	8:18:00PM
17-OPD-1800	5720 COLLEGE CORNER PIKE	Criminal Damaging/Endangering	9/26/17	8:18:00PM
17-OPD-1801	5284 COLLEGE CORNER PIKE	unspecified	9/26/17	7:54:00PM
17-OPD-1802	601 S. Locust Street	Assault	9/26/17	9:10:00PM
17-OPD-1803	5720 COLLEGE CORNER PIKE	Theft -Without Consent	9/26/17	11:15:00PM
17-OPD-1805	5201 COLLEGE CORNER PIKE	Aggravated Menacing	9/27/17	1:03:00AM
17-OPD-1808	306 Miami Trail	Sikora Thomas R	9/27/17	3:00:00PM
17-OPD-1810	5100 block Brown Rd.	Aggravated Menacing	9/27/17	9:13:00PM
17-OPD-1811	100 BLOCK E WITHROW ST	Theft - 23G	9/27/17	9:27:00PM
17-OPD-1812	5279 COLLEGE CORNER PIKE	Obstructing Official Business	9/28/17	1:54:00AM
17-OPD-1813	315 S POPLAR ST	Criminal Damaging/Endangering - Knowingly Any Means	9/28/17	5:46:00PM
17-OPD-1814	15 N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	9/29/17	12:16:00AM
17-OPD-1815	200-BLK E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/29/17	1:28:00AM
17-OPD-1816	5115 COLLEGE CORNER PIKE	"Possessing Drug Abuse Instrument - obtain, use"	9/29/17	9:13:00AM
17-OPD-1817	1705 MAGNOLIA DR	Assault	9/29/17	6:01:00PM
17-OPD-1819	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/30/17	12:07:00AM
17-OPD-1822	E HIGH ST // N POPLAR ST	Assault - Knowingly Harm Victim	9/30/17	12:29:00AM
17-OPD-1823	15 W COLLINS ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/30/17	3:05:00AM
17-OPD-1824	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/30/17	3:15:00AM
17-OPD-1825	236 JUDY DR	unspecified	9/30/17	5:09:00AM
17-OPD-1826	4030 OXFORD REILY RD	unspecified	9/30/17	10:27:00AM
17-OPD-1827	17 N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	9/30/17	4:36:00PM
17-OPD-1828	121 E HIGH ST	Disorderly Conduct - intoxicated annoy or alarm	9/30/17	5:56:00PM
17-OPD-1829	17 N POPLAR ST	Criminal Damaging/Endangering - Knowingly Any Means	9/30/17	5:29:00PM
17-OPD-1830	1 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/30/17	5:07:00PM
17-OPD-1832	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	10/1/17	12:35:00AM
17-OPD-1833	E CHURCH ST // N CAMPUS AV	Sale of Liquor to Underage Person - underage consume beer in	10/1/17	1:26:00AM
17-OPD-1835	125 OLDE FARM RD	unspecified	10/1/17	11:16:00AM
17-OPD-1836	131 PLUM ST	Theft -Without Consent	10/1/17	3:58:00PM
17-OPD-1837	6285 CONTRERAS RD	unspecified	10/1/17	8:59:00PM
17-OPD-1840	110 N POPLAR ST	Criminal Mischief	10/2/17	8:08:00AM
17-OPD-1841	14 E VINE ST	Burglary - Purpose To Commit Misdemeanor/Not Theft Offense	10/2/17	1:38:00PM
17-OPD-1842	29 E HIGH ST	Theft - 23D	10/2/17	2:41:00PM
17-OPD-1845	311 THATCHER LOOP	Criminal Mischief	10/2/17	4:26:00PM
17-OPD-1846	305 UNIVERSITY AV	Criminal Mischief	10/3/17	1:46:00PM
17-OPD-1848	5273 COLLEGE CORNER PIKE	Resisting Arrest	10/3/17	5:03:00PM
17-OPD-1849	6099 FAIRFIELD RD	Aggravated Menacing	10/3/17	7:31:00PM
17-OPD-1850	804 S ELM ST	Theft -Without Consent	10/3/17	11:17:00PM
17-OPD-1852	375 S COLLEGE AV	Theft - 23F	10/4/17	7:06:00AM
17-OPD-1856	32 W VINE ST	"Taking the Identity of Another_obtain, possess, or use"	10/4/17	4:40:00PM
17-OPD-1858	5201 COLLEGE CORNER PIKE	unspecified	10/5/17	12:45:00AM
17-OPD-1861	271 REAGAN PL	OPD- Criminal Mischief;Damage	10/5/17	10:46:00AM
17-OPD-1863	5301 University Park Blvd.	Disorderly Conduct - fighting or threatening	10/5/17	11:38:00AM
